Number,Date,Price,Amount,15DayAverage,31DayAverage,Trend,predictionValues
335,17/8/2016,7.215,984,7.1914,7.372645161290321,7.381617520237798,0
336,18/8/2016,7.276,992,7.180266666666666,7.377,7.371055768214018,0
337,19/8/2016,7.139,1400,7.190533333333334,7.385806451612904,7.347850191392616,0
338,20/8/2016,7.019,1230,7.211266666666666,7.393516129032259,7.314965172253355,0
339,21/8/2016,7.034,1209,7.2344,7.397903225806452,7.2868686550280195,0
340,22/8/2016,7.157,1125,7.2618,7.408612903225808,7.273881789525218,0
341,23/8/2016,7.304,1045,7.296733333333334,7.417322580645162,7.276893610572697,0
342,24/8/2016,7.297,965,7.331066666666667,7.424774193548387,7.278904249515428,0
343,25/8/2016,7.188,953,7.378733333333333,7.430483870967741,7.269813824563885,0
344,26/8/2016,7.245,1176,7.411733333333334,7.442612903225806,7.267332442107496,0
345,27/8/2016,7.493,1045,7.4590000000000005,7.463903225806451,7.289899197896746,0
346,28/8/2016,7.483,1041,7.5064,7.484903225806451,7.3092092781070725,0
347,29/8/2016,7.563,1091,7.551333333333334,7.508612903225807,7.334588350296366,0
348,30/8/2016,7.724,996,7.596066666666667,7.5360000000000005,7.37352951526673,0
349,31/8/2016,7.829,1171,7.624733333333333,7.558548387096776,7.419076563740057,0
350,01/9/2016,7.93,1017,7.654133333333334,7.578387096774196,7.470168907366052,0
351,02/9/2016,7.771,1014,7.685733333333333,7.601806451612904,7.500252016629447,0
352,03/9/2016,7.848,1140,7.718133333333333,7.616709677419356,7.535026814966502,0
353,04/9/2016,7.73,999,7.735333333333334,7.634806451612904,7.554524133469851,0
354,05/9/2016,7.708,942,7.758666666666667,7.659709677419355,7.569871720122866,0
355,06/9/2016,7.828,845,7.7792,7.682290322580646,7.5956845481105795,0
356,07/9/2016,7.734,838,7.797666666666666,7.705032258064516,7.609516093299522,0
357,08/9/2016,7.738,850,7.802333333333333,7.7260322580645155,7.6223644839695694,0
358,09/9/2016,7.662,1090,7.802266666666668,7.743709677419355,7.626328035572612,0
359,10/9/2016,7.731,1194,7.8136,7.762129032258064,7.636795232015352,0
360,11/9/2016,7.751,1040,7.806266666666668,7.775645161290322,7.648215708813817,0
361,12/9/2016,7.833,945,7.804266666666667,7.784483870967741,7.666694137932435,0
362,13/9/2016,7.871,877,7.8098,7.791548387096774,7.687124724139192,0
363,14/9/2016,8.001,773,7.803533333333333,7.797806451612902,7.718512251725272,0
364,15/9/2016,7.899,848,7.8120666666666665,7.798129032258064,7.736561026552746,0
365,16/9/2016,7.929,1001,7.826533333333333,7.795354838709677,7.755804923897472,0
366,17/9/2016,7.941,1182,7.838733333333334,7.7901612903225805,7.774324431507725,0
367,18/9/2016,7.738,1125,7.840599999999999,7.787580645161291,7.770691988356953,0
368,19/9/2016,7.7,798,7.8348,7.785903225806452,7.763622789521257,0
369,20/9/2016,7.791,771,7.830399999999999,7.788645161290323,7.7663605105691325,0
370,21/9/2016,7.734,787,7.819133333333332,7.783870967741937,7.76312445951222,0
371,22/9/2016,7.862,791,7.802866666666666,7.77925806451613,7.773012013560998,0
372,23/9/2016,7.955,903,7.791866666666667,7.781741935483872,7.791210812204898,0
373,24/9/2016,7.845,1086,7.779466666666667,7.78367741935484,7.796589730984408,0
374,25/9/2016,7.759,1016,7.768,7.7899032258064524,7.792830757885968,0
375,26/9/2016,7.664,806,7.764866666666666,7.796032258064516,7.779947682097371,0
376,27/9/2016,7.767,814,7.7712666666666665,7.802161290322581,7.778652913887634,0
377,28/9/2016,7.702,756,7.772866666666667,7.804096774193549,7.770987622498871,0
378,29/9/2016,7.757,756,7.761266666666668,7.808580645161291,7.769588860248984,0
379,30/9/2016,7.734,962,7.749466666666666,7.807354838709676,7.766029974224086,0
380,01/10/2016,7.743,1115,7.739866666666666,7.805032258064515,7.763726976801678,0
381,02/10/2016,7.769,1060,7.7367333333333335,7.799677419354839,7.764254279121511,0
382,03/10/2016,7.691,896,7.7431333333333345,7.790741935483871,7.75692885120936,0
383,04/10/2016,7.796,906,7.760266666666667,7.794612903225806,7.7608359660884245,0
384,05/10/2016,7.815,840,7.771866666666668,7.7985483870967744,7.766252369479583,0
385,06/10/2016,7.56,872,7.7846,7.792354838709678,7.745627132531625,0
386,07/10/2016,7.685,980,7.801466666666667,7.79058064516129,7.739564419278462,0
387,08/10/2016,7.811,1111,7.8167333333333335,7.785193548387095,7.746707977350616,0
388,09/10/2016,7.798,1010,7.822333333333334,7.774387096774194,7.7518371796155545,0
389,10/10/2016,7.855,841,7.821933333333334,7.761354838709677,7.762153461653999,0
390,11/10/2016,7.921,793,7.8201333333333345,7.745096774193548,7.778038115488599,0
391,12/10/2016,7.941,848,7.824266666666668,7.731032258064517,7.794334303939739,0
392,13/10/2016,7.893,748,7.8247333333333335,7.7126451612903235,7.804200873545765,0
393,14/10/2016,8.01,943,7.827333333333335,7.685741935483872,7.824780786191189,0
394,15/10/2016,7.963,909,7.826933333333333,7.652838709677419,7.83860270757207,0
395,16/10/2016,7.827,952,7.8192,7.622903225806453,7.837442436814864,0
396,17/10/2016,7.763,818,7.807333333333335,7.600225806451614,7.8299981931333775,0
397,18/10/2016,7.664,825,7.779733333333334,7.590290322580645,7.81339837382004,0
398,19/10/2016,7.858,845,7.735333333333334,7.590096774193549,7.817858536438036,0
399,20/10/2016,7.822,723,7.687799999999999,7.587064516129033,7.818272682794232,0
400,21/10/2016,7.599,842,7.6414,7.584193548387097,7.796345414514809,0
401,22/10/2016,7.679,915,7.565266666666667,7.590774193548388,7.784610873063328,0
402,23/10/2016,7.695,848,7.483533333333332,7.5966129032258065,7.775649785756995,0
403,24/10/2016,7.62,759,7.415466666666666,7.599161290322579,7.760084807181295,0
404,25/10/2016,7.441,753,7.3672666666666675,7.599387096774192,7.728176326463165,0
405,26/10/2016,7.255,708,7.353733333333334,7.602838709677419,7.680858693816849,0
406,27/10/2016,7.228,788,7.342200000000001,7.604709677419356,7.635572824435164,0
407,28/10/2016,7.197,933,7.3342,7.604774193548388,7.591715541991649,0
408,29/10/2016,6.868,1225,7.342666666666665,7.603806451612902,7.5193439877924835,0
409,30/10/2016,6.737,950,7.348333333333332,7.598032258064515,7.4411095890132355,0
410,31/10/2016,6.806,885,7.359733333333334,7.597516129032258,7.377598630111912,0
411,01/11/2016,7.04,830,7.3777333333333335,7.600645161290322,7.343838767100721,0
412,02/11/2016,7.461,796,7.401999999999999,7.60458064516129,7.355554890390649,0
413,03/11/2016,7.685,608,7.449133333333333,7.615645161290322,7.388499401351584,0
414,04/11/2016,7.702,895,7.4992,7.620032258064516,7.419849461216426,0
415,05/11/2016,7.726,909,7.548933333333333,7.619999999999999,7.450464515094783,0
416,06/11/2016,7.764,768,7.615266666666666,7.615516129032259,7.481818063585305,0
417,07/11/2016,7.866,673,7.6882,7.618096774193549,7.520236257226775,0
418,08/11/2016,7.89,675,7.764266666666667,7.613870967741936,7.557212631504097,0
419,09/11/2016,7.805,672,7.823200000000001,7.590096774193549,7.5819913683536875,0
420,10/11/2016,7.962,677,7.851466666666668,7.57683870967742,7.619992231518319,0
421,11/11/2016,7.979,833,7.872933333333335,7.56641935483871,7.655893008366488,0
422,12/11/2016,7.943,983,7.8924,7.556483870967742,7.684603707529839,0
423,13/11/2016,7.863,846,7.898733333333333,7.546935483870967,7.702443336776855,0
424,14/11/2016,7.831,763,7.878466666666666,7.558870967741935,7.71529900309917,0
425,15/11/2016,7.947,705,7.8713333333333315,7.590387096774193,7.738469102789253,0
426,16/11/2016,7.924,675,7.8496,7.624096774193549,7.757022192510328,0
427,17/11/2016,7.885,664,7.7881333333333345,7.653612903225807,7.769819973259295,0
428,18/11/2016,8.007,795,7.726,7.669935483870969,7.793537975933366,0
429,19/11/2016,7.994,892,7.6562,7.679290322580647,7.8135841783400295,0
430,20/11/2016,7.821,886,7.588,7.688354838709678,7.814325760506026,0
431,21/11/2016,7.46,729,7.523866666666667,7.70025806451613,7.778893184455423,0
432,22/11/2016,7.759,690,7.484333333333334,7.711064516129034,7.7769038660098815,0
433,23/11/2016,7.564,779,7.468800000000001,7.717709677419355,7.755613479408893,0
434,24/11/2016,6.883,942,7.463933333333333,7.729677419354839,7.668352131468004,0
435,25/11/2016,7.03,1061,7.4686,7.7499032258064515,7.604516918321204,0
436,26/11/2016,6.932,1125,7.465933333333333,7.763806451612902,7.537265226489084,0
437,27/11/2016,6.92,1001,7.464666666666665,7.773645161290321,7.475538703840176,0
438,28/11/2016,6.901,814,7.475466666666666,7.784967741935483,7.418084833456159,0
439,29/11/2016,7.238,999,7.5177999999999985,7.796032258064515,7.400076350110543,0
440,30/11/2016,7.714,853,7.540466666666668,7.804548387096775,7.431468715099489,0
441,01/12/2016,7.851,839,7.574333333333333,7.8069354838709675,7.47342184358954,0
442,02/12/2016,7.955,918,7.6662,7.809806451612904,7.521579659230586,0
443,03/12/2016,7.967,1025,7.759666666666666,7.804774193548388,7.566121693307528,0
444,04/12/2016,7.975,1051,7.857066666666666,7.794903225806452,7.607009523976775,0
445,05/12/2016,7.983,831,7.9479999999999995,7.783354838709678,7.644608571579099,0
446,06/12/2016,8.095,948,8.040866666666666,7.783709677419354,7.689647714421189,0
447,07/12/2016,8.099,805,8.1054,7.7874193548387085,7.73058294297907,0
448,08/12/2016,8.072,809,8.1308,7.767709677419354,7.764724648681163,0
449,09/12/2016,8.261,894,8.142133333333332,7.770258064516128,7.814352183813047,0
450,10/12/2016,8.432,1062,8.145999999999999,7.816774193548385,7.876116965431743,0
451,11/12/2016,8.393,967,8.130133333333335,7.860096774193547,7.927805268888569,0
452,12/12/2016,8.284,759,8.111866666666668,7.909516129032257,7.963424741999713,0
453,13/12/2016,8.294,718,8.088733333333334,7.960483870967742,7.996482267799742,0
454,14/12/2016,8.206,700,8.0712,8.008354838709677,8.017434041019769,0
455,15/12/2016,8.095,686,8.036266666666666,8.044322580645161,8.025190636917792,0
456,16/12/2016,8.021,825,7.974666666666666,8.068193548387097,8.024771573226012,0
457,17/12/2016,8.013,904,7.933466666666667,8.083741935483872,8.02359441590341,0
458,18/12/2016,7.729,869,7.926333333333334,8.08567741935484,7.994134974313069,0
459,19/12/2016,7.701,805,7.925000000000001,8.11351612903226,7.964821476881762,0
460,20/12/2016,7.636,862,7.937,8.149161290322581,7.931939329193586,0
461,21/12/2016,7.832,832,7.950733333333333,8.188387096774195,7.921945396274228,0
462,22/12/2016,7.575,1044,7.962666666666666,8.227967741935483,7.887250856646805,0
463,23/12/2016,7.148,934,7.979866666666667,8.272322580645161,7.813325770982125,0
464,24/12/2016,7.643,1369,8.008733333333334,8.312064516129032,7.796293193883912,0
465,25/12/2016,8.325,1776,8.030066666666666,8.35216129032258,7.84916387449552,0
466,26/12/2016,8.373,1533,8.049133333333334,8.385709677419356,7.901547487045969,0
467,27/12/2016,8.464,1410,8.1244,8.420000000000002,7.9577927383413725,0
468,28/12/2016,8.5,1164,8.220666666666666,8.454806451612903,8.012013464507236,0
469,29/12/2016,8.385,1143,8.3118,8.492258064516127,8.049312118056513,0
470,30/12/2016,8.353,1131,8.428266666666666,8.531774193548388,8.07968090625086,0
471,31/12/2016,8.454,1029,8.583333333333334,8.573032258064517,8.117112815625775,0
472,01/1/2017,8.333,1064,8.694066666666668,8.616645161290323,8.138701534063198,0
473,02/1/2017,8.015,1247,8.77266666666667,8.664612903225805,8.126331380656879,0
474,03/1/2017,8.83,1042,8.845933333333333,8.722322580645159,8.196698242591191,0
475,04/1/2017,9.08,882,8.912066666666668,8.776548387096772,8.285028418332072,0
476,05/1/2017,9.199,868,8.969600000000002,8.827419354838709,8.376425576498864,0
477,06/1/2017,9.322,925,9.040933333333333,8.879774193548386,8.470983018848978,0
478,07/1/2017,9.474,1041,9.1128,8.94374193548387,8.57128471696408,0
479,08/1/2017,9.304,906,9.174133333333334,9.032870967741934,8.644556245267673,0
480,09/1/2017,9.504,862,9.243466666666666,9.107258064516131,8.730500620740905,0
481,10/1/2017,9.472,803,9.342466666666667,9.168967741935484,8.804650558666815,0
482,11/1/2017,9.456,777,9.388333333333332,9.230000000000002,8.869785502800134,0
483,12/1/2017,9.363,794,9.408466666666667,9.279838709677422,8.91910695252012,0
484,13/1/2017,9.455,942,9.409400000000002,9.333870967741937,8.972696257268108,0
485,14/1/2017,9.431,1009,9.41826666666667,9.386419354838711,9.018526631541297,0
486,15/1/2017,9.374,875,9.423866666666667,9.441612903225808,9.054073968387168,0
487,16/1/2017,9.373,820,9.464333333333332,9.496096774193552,9.085966571548452,0
488,17/1/2017,9.5,772,9.494,9.5631935483871,9.127369914393606,0
489,18/1/2017,9.518,709,9.545066666666667,9.638677419354842,9.166432922954247,0
490,19/1/2017,9.382,710,9.599,9.697064516129032,9.187989630658823,0
491,20/1/2017,9.213,893,9.642066666666667,9.745322580645162,9.190490667592941,0
492,21/1/2017,9.455,914,9.690066666666668,9.785548387096775,9.216941600833646,0
493,22/1/2017,9.558,882,9.728933333333334,9.822032258064514,9.251047440750282,0
494,23/1/2017,9.911,862,9.774933333333333,9.84983870967742,9.317042696675253,0
495,24/1/2017,9.949,806,9.826266666666667,9.88532258064516,9.380238427007727,0
496,25/1/2017,10.238,932,9.887133333333335,9.917064516129033,9.466014584306954,0
497,26/1/2017,10.265,915,9.94293333333333,9.960354838709678,9.54591312587626,0
498,27/1/2017,10.009,935,10.026800000000003,10.01109677419355,9.592221813288633,0
499,28/1/2017,10.175,994,10.117666666666668,10.059870967741935,9.65049963195977,0
500,29/1/2017,10.014,971,10.183733333333333,10.097741935483873,9.686849668763793,0
501,30/1/2017,10.064,884,10.2434,10.136903225806453,9.724564701887413,0
502,31/1/2017,10.143,759,10.271733333333335,10.170774193548386,9.766408231698673,0
503,01/2/2017,10.413,749,10.302066666666667,10.204451612903222,9.831067408528806,0
504,02/2/2017,10.355,729,10.318733333333332,10.240161290322579,9.883460667675926,0
505,03/2/2017,10.64,779,10.355333333333332,10.270290322580644,9.959114600908334,0
506,04/2/2017,10.576,952,10.423333333333334,10.3001935483871,10.020803140817502,0
507,05/2/2017,10.446,866,10.469999999999999,10.332870967741936,10.063322826735753,0
508,06/2/2017,10.453,744,10.511,10.36541935483871,10.102290544062177,0
509,07/2/2017,10.336,722,10.549733333333334,10.399548387096775,10.12566148965596,0
510,08/2/2017,10.404,712,10.568466666666668,10.42025806451613,10.153495340690364,0
511,09/2/2017,10.488,711,10.568733333333334,10.445612903225808,10.186945806621328,0
512,10/2/2017,10.814,802,10.58553333333333,10.464322580645161,10.249651225959196,0
513,11/2/2017,11.029,869,10.572999999999999,10.481838709677417,10.327586103363277,0
514,12/2/2017,10.875,798,10.555200000000001,10.507032258064516,10.382327493026951,0
515,13/2/2017,10.629,734,10.540533333333332,10.525290322580645,10.406994743724255,0
516,14/2/2017,10.645,673,10.541266666666667,10.54767741935484,10.43079526935183,0
517,15/2/2017,10.424,734,10.559933333333332,10.572096774193549,10.430115742416648,0
518,16/2/2017,10.417,775,10.569866666666664,10.601645161290325,10.428804168174985,0
519,17/2/2017,10.607,887,10.586333333333332,10.621387096774194,10.446623751357487,0
520,18/2/2017,10.452,872,10.5866,10.640709677419355,10.447161376221738,0
521,19/2/2017,10.309,857,10.571866666666667,10.64135483870968,10.433345238599564,0
522,20/2/2017,10.226,823,10.566199999999998,10.653096774193548,10.412610714739609,0
523,21/2/2017,10.464,692,10.573666666666668,10.662290322580645,10.417749643265648,0
524,22/2/2017,10.616,742,10.577866666666667,10.675129032258063,10.437574678939084,0
525,23/2/2017,10.553,641,10.604333333333331,10.686967741935483,10.449117211045177,0
526,24/2/2017,10.735,793,10.647133333333333,10.704161290322583,10.477705489940659,0
527,25/2/2017,10.818,801,10.675,10.718677419354838,10.511734940946592,0
528,26/2/2017,10.808,761,10.708466666666665,10.723806451612903,10.541361446851933,0
529,27/2/2017,10.79,740,10.731866666666665,10.723064516129034,10.56622530216674,0
530,28/2/2017,10.741,615,10.779466666666668,10.734709677419353,10.583702771950067,0
531,01/3/2017,10.708,647,10.797266666666665,10.75022580645161,10.59613249475506,0
532,02/3/2017,10.821,636,10.81293333333333,10.758064516129028,10.618619245279556,0
533,03/3/2017,11.059,819,10.822933333333333,10.777580645161288,10.6626573207516,0
534,04/3/2017,11.025,726,10.836400000000001,10.791354838709676,10.698891588676442,0
535,05/3/2017,10.954,701,10.8444,10.799967741935484,10.724402429808798,0
536,06/3/2017,10.66,592,10.8554,10.811258064516133,10.717962186827918,0
537,07/3/2017,10.94,618,10.8698,10.828225806451613,10.740165968145126,0
538,08/3/2017,10.731,544,10.902800000000001,10.837548387096774,10.739249371330613,0
539,09/3/2017,10.851,584,10.9296,10.838838709677418,10.750424434197553,0
540,10/3/2017,10.703,731,10.934066666666668,10.833483870967742,10.745681990777797,0
541,11/3/2017,10.937,767,10.932066666666667,10.818258064516128,10.764813791700018,0
542,12/3/2017,10.938,727,10.919999999999998,10.796612903225807,10.782132412530016,0
543,13/3/2017,10.973,675,10.914666666666667,10.781387096774196,10.801219171277015,0
544,14/3/2017,11.006,666,10.924133333333334,10.76103225806452,10.821697254149313,0
545,15/3/2017,11.236,629,10.917133333333332,10.740709677419357,10.863127528734383,0
546,16/3/2017,11.11,773,10.902733333333334,10.72751612903226,10.887814775860946,0
547,17/3/2017,10.888,838,10.8796,10.724064516129031,10.887833298274852,0
548,18/3/2017,11.029,885,10.862733333333333,10.707451612903226,10.901949968447367,0
549,19/3/2017,10.844,808,10.805666666666665,10.682193548387096,10.89615497160263,0
550,20/3/2017,10.874,731,10.7474,10.665290322580645,10.893939474442368,0
551,21/3/2017,10.802,683,10.705600000000002,10.646838709677422,10.884745526998131,0
552,22/3/2017,10.835,698,10.650333333333334,10.639774193548385,10.879770974298319,0
553,23/3/2017,10.515,595,10.578599999999998,10.629064516129029,10.843293876868488,0
554,24/3/2017,10.504,721,10.526733333333333,10.626,10.80936448918164,0
555,25/3/2017,10.45,821,10.507599999999996,10.613709677419356,10.773428040263475,0
556,26/3/2017,10.081,775,10.459399999999999,10.61070967741936,10.704185236237128,0
557,27/3/2017,10.064,720,10.421533333333334,10.599161290322582,10.640166712613414,0
